,watchers,stars,forks,type,issues,size,open_issues_count,num_languages,language_1,language_1_size,language_2,language_2_size,language_3,language_3_size
133409,0,0,1,User,0,24712,0,2,Ruby,298813.0,JavaScript,4453.0,0,0.0
26437,2,2,2,User,0,138,0,2,C,59498.0,Shell,918.0,0,0.0
56672,2,1,1,Organization,0,87,0,0,Ruby,0.0,0,0.0,0,0.0
47858,3,9,3,User,0,125,0,1,Ruby,94539.0,0,0.0,0,0.0
98088,1,12,1,User,0,1330,0,1,Objective-C,11668.0,0,0.0,0,0.0
102524,1,1,1,User,0,131,0,1,C,437.0,0,0.0,0,0.0
10742,2,2,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
92570,1,1,0,User,0,604,0,1,C++,109.0,0,0.0,0,0.0
105901,1,1,0,User,0,196,0,1,C#,35033.0,0,0.0,0,0.0
8871,3,2,0,User,0,80,0,1,Ruby,2103.0,0,0.0,0,0.0
133732,1,1,0,User,0,164,0,0,0,0.0,0,0.0,0,0.0
36081,2,1,1,User,0,19022,0,0,JavaScript,0.0,0,0.0,0,0.0
36175,2,1,0,Organization,0,72,0,0,0,0.0,0,0.0,0,0.0
20932,1,13,0,Organization,1,108,1,1,Ruby,1192.0,0,0.0,0,0.0
105830,1,1,1,User,0,2518,0,0,JavaScript,0.0,0,0.0,0,0.0
34276,2,10,2,User,0,75,0,1,Python,3657.0,0,0.0,0,0.0
115968,1,1,0,User,0,96,0,1,Python,671.0,0,0.0,0,0.0
10717,1,2,2,User,6,600,6,1,JavaScript,39863.0,0,0.0,0,0.0
42062,2,1,1,User,0,157,0,0,PHP,0.0,0,0.0,0,0.0
34192,2,1,0,User,0,1392,0,2,Python,907163.0,Shell,1645.0,0,0.0
83919,1,1,1,User,0,828,0,0,Python,0.0,0,0.0,0,0.0
98556,1,7,2,User,0,132,0,2,JavaScript,38919.0,Python,2604.0,0,0.0
119778,1,0,0,User,0,112,0,1,Erlang,51649.0,0,0.0,0,0.0
107623,1,0,1,User,0,168,0,0,JavaScript,0.0,0,0.0,0,0.0
35276,17,22,13,Organization,0,79461,0,13,JavaScript,77400130.0,PHP,10910490.0,Io,678474.0
36758,2,1,0,User,0,185,0,1,Ruby,88474.0,0,0.0,0,0.0
50767,2,1,1,User,0,458,0,0,Ruby,0.0,0,0.0,0,0.0
106909,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
69795,1,1,1,User,0,631,0,0,JavaScript,0.0,0,0.0,0,0.0
69599,1,1,1,User,0,461,0,0,Ruby,0.0,0,0.0,0,0.0
35622,2,1,0,User,0,432,0,1,OCaml,42532.0,0,0.0,0,0.0
23646,3,10,6,User,11,420,11,2,HTML,347708.0,Perl,52063.0,0,0.0
106204,1,4,1,User,0,1118,0,2,PHP,148549.0,JavaScript,54737.0,0,0.0
78756,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
28399,2,1,0,User,0,2012,0,1,Objective-C,16267.0,0,0.0,0,0.0
133959,2,4,0,User,0,4512,0,3,C++,11445.0,Boo,9896.0,C,291.0
135068,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
99623,1,3,2,User,2,484,2,1,JavaScript,74331.0,0,0.0,0,0.0
27148,2,1,1,User,0,227,0,1,PHP,3592.0,0,0.0,0,0.0
36754,2,2,0,User,0,200,0,2,Python,52537.0,C++,35534.0,0,0.0
120926,1,1,0,User,0,22896,0,1,Java,4770.0,0,0.0,0,0.0
38428,2,1,1,User,0,87,0,0,0,0.0,0,0.0,0,0.0
86176,1,1,1,User,0,219,0,0,0,0.0,0,0.0,0,0.0
121030,1,1,0,User,0,92,0,1,PHP,8822.0,0,0.0,0,0.0
107734,1,1,0,User,0,88,0,1,Ruby,1415.0,0,0.0,0,0.0
96117,71,8,1,Organization,0,5408,0,4,Ruby,475154.0,JavaScript,290468.0,Shell,14571.0
21417,2,2,0,User,0,80,0,0,0,0.0,0,0.0,0,0.0
1157,2,5,0,User,0,100,0,1,JavaScript,76708.0,0,0.0,0,0.0
64217,2,0,0,User,0,104,0,1,Perl,8256.0,0,0.0,0,0.0
14779,5,6,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
15368,2,2,0,User,0,865,0,0,Ruby,0.0,0,0.0,0,0.0
64411,3,3,2,User,0,2542,0,1,Java,209789.0,0,0.0,0,0.0
14229,2,2,0,User,0,76,0,0,0,0.0,0,0.0,0,0.0
46612,2,1,1,User,0,165,0,0,0,0.0,0,0.0,0,0.0
1999,2,4,0,User,0,82,0,1,Ruby,2320.0,0,0.0,0,0.0
49268,5,90,25,User,1,284,1,2,Ruby,135851.0,C,8003.0,0,0.0
94578,1,3,6,User,0,33283,0,7,C,77274239.0,C++,40266053.0,PHP,238338.0
101487,1,1,1,User,0,3001,0,0,0,0.0,0,0.0,0,0.0
58487,2,1,1,User,0,2296,0,2,PHP,43345.0,JavaScript,13003.0,0,0.0
132458,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
12560,2,2,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
38077,2,1,0,User,0,192,0,1,Java,23864.0,0,0.0,0,0.0
64073,5,49,5,User,2,141,2,1,Ruby,16726.0,0,0.0,0,0.0
13222,3,4,2,User,0,66134,0,5,Perl,8742189.0,PHP,3212851.0,JavaScript,631565.0
91042,1,2,0,User,0,100,0,1,JavaScript,20869.0,0,0.0,0,0.0
124042,1,1,1,User,0,144,0,1,Ruby,24850.0,0,0.0,0,0.0
82367,1,12,3,User,0,247,0,1,Python,6409.0,0,0.0,0,0.0
5417,2,1,0,User,0,1204,0,1,Ruby,88182.0,0,0.0,0,0.0
79829,1,1,1,User,0,562,0,3,PHP,1047418.0,Python,5478.0,JavaScript,147.0
133566,3,26,2,User,0,8701,0,7,Erlang,181330.0,Shell,12886.0,Batchfile,5159.0
53674,2,1,1,User,0,4384,0,0,JavaScript,0.0,0,0.0,0,0.0
92174,1,1,1,User,0,111,0,1,Ruby,5199.0,0,0.0,0,0.0
64158,2,1,0,User,0,496,0,0,0,0.0,0,0.0,0,0.0
117012,1,3,1,User,0,3775,0,2,Python,13911.0,Ruby,7113.0,0,0.0
24303,2,3,1,User,0,5468,0,1,Ruby,1137034.0,0,0.0,0,0.0
72015,1,2,0,User,0,76,0,1,VimL,1217.0,0,0.0,0,0.0
56205,2,2,1,User,0,121,0,0,Scala,0.0,0,0.0,0,0.0
100891,1,1,1,User,0,83,0,0,0,0.0,0,0.0,0,0.0
34030,2,1,1,User,0,562,0,1,PHP,27931.0,0,0.0,0,0.0
35156,2,0,0,User,0,76,0,0,0,0.0,0,0.0,0,0.0
133512,2,55,20,User,4,403,4,1,Ruby,45726.0,0,0.0,0,0.0
74479,2,4,1,User,0,150,0,1,C++,41608.0,0,0.0,0,0.0
134593,1,2,2,User,0,2433,0,5,C,1115465.0,C++,64863.0,Objective-C,60243.0
132653,1,1,1,User,0,30355,0,0,C++,0.0,0,0.0,0,0.0
19557,2,2,0,User,0,96,0,1,C,357.0,0,0.0,0,0.0
96097,3,4,0,User,0,51656,0,0,C,0.0,0,0.0,0,0.0
39427,2,2,1,User,0,191,0,1,JavaScript,9395.0,0,0.0,0,0.0
131731,1,1,0,User,0,11008,0,0,0,0.0,0,0.0,0,0.0
132264,8,29,9,User,23,702,23,3,Python,125231.0,Perl,2464.0,Shell,73.0
64783,4,16,4,User,0,75,0,1,C,7893.0,0,0.0,0,0.0
122761,1,1,1,User,0,412,0,0,JavaScript,0.0,0,0.0,0,0.0
43132,2,10,4,User,3,877,3,3,C#,139453.0,PowerShell,3555.0,Batchfile,498.0
69000,1,2,0,User,0,120,0,1,Ruby,22239.0,0,0.0,0,0.0
110129,0,1,1,User,0,2995,0,0,0,0.0,0,0.0,0,0.0
86674,1,13,3,User,0,103,0,1,Ruby,18150.0,0,0.0,0,0.0
47229,2,34,8,User,0,265,0,1,Clojure,37234.0,0,0.0,0,0.0
69121,1,1,1,User,0,280,0,0,0,0.0,0,0.0,0,0.0
118628,1,0,0,User,0,204,0,0,0,0.0,0,0.0,0,0.0
125222,1,2,1,User,0,15780,0,0,Ruby,0.0,0,0.0,0,0.0
103664,2,4,0,Organization,0,104,0,1,Ruby,1238.0,0,0.0,0,0.0
11401,5,83,8,User,1,156,1,1,Python,11558.0,0,0.0,0,0.0
3760,2,8,1,User,0,192,0,4,Emacs Lisp,46275.0,Common Lisp,13401.0,C,1055.0
113336,2,17,7,User,1,880,1,2,Ruby,34668.0,JavaScript,5998.0,0,0.0
79725,1,0,0,User,0,136,0,0,0,0.0,0,0.0,0,0.0
25340,2,2,0,User,0,116,0,2,C++,27615.0,Ruby,269.0,0,0.0
136218,1,39,14,User,0,947,0,1,Ruby,69862.0,0,0.0,0,0.0
77352,2,2,1,User,0,180,0,1,Ruby,18969.0,0,0.0,0,0.0
20737,2,2,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
66113,1,1,1,Organization,0,116,0,1,Emacs Lisp,74870.0,0,0.0,0,0.0
21698,2,2,0,User,0,582,0,1,Ruby,75954.0,0,0.0,0,0.0
67228,0,1,0,User,0,76,0,0,0,0.0,0,0.0,0,0.0
42125,2,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
6804,2,3,0,User,0,1616,0,1,Ruby,17153.0,0,0.0,0,0.0
60382,2,1,0,User,0,92,0,0,0,0.0,0,0.0,0,0.0
35277,1,1,2,User,0,90,0,1,Ruby,3385.0,0,0.0,0,0.0
94693,1,1,1,User,0,291,0,2,JavaScript,17999.0,Python,9296.0,0,0.0
15972,2,4,0,User,0,84,0,1,Ruby,1528.0,0,0.0,0,0.0
58781,2,1,1,User,0,490,0,1,Python,900125.0,0,0.0,0,0.0
111815,1,0,0,User,0,8232,0,2,Ruby,78142.0,JavaScript,148.0,0,0.0
60944,2,1,1,User,0,81,0,0,Ruby,0.0,0,0.0,0,0.0
31926,2,1,0,User,0,76,0,1,Python,4074.0,0,0.0,0,0.0
112146,1,15,6,User,0,98,0,1,Java,356.0,0,0.0,0,0.0
120501,1,1,0,User,0,92,0,0,0,0.0,0,0.0,0,0.0
24080,2,45,15,User,2,788,2,2,JavaScript,1130956.0,PHP,6905.0,0,0.0
68349,30,313,159,Organization,13,375,13,2,Python,59490.0,Makefile,5726.0,0,0.0
55130,2,2,3,User,0,539,0,1,C++,370303.0,0,0.0,0,0.0
135215,1,1,0,User,1,1836,1,1,Python,441920.0,0,0.0,0,0.0
30730,2,1,0,User,0,136,0,1,Perl,99741.0,0,0.0,0,0.0
47139,2,12,2,User,0,8377,0,4,Python,2451606.0,C,82472.0,JavaScript,6131.0
93026,0,3,2,User,0,1625,0,2,JavaScript,49325.0,Ruby,23005.0,0,0.0
27438,1,1,0,User,0,80,0,2,Python,10705.0,Ruby,10282.0,0,0.0
111473,1,2,0,User,0,17699,0,4,C++,189122.0,Objective-C,155719.0,C,143993.0
114184,1,1,0,User,0,88,0,1,Java,1770.0,0,0.0,0,0.0
115239,1,1,1,User,0,2806,0,1,Ruby,315688.0,0,0.0,0,0.0
133470,0,2,1,User,12,113,12,2,Ruby,8564.0,JavaScript,1239.0,0,0.0
97517,1,1,1,User,0,109,0,0,Ruby,0.0,0,0.0,0,0.0
109318,1,1,0,User,0,124,0,0,0,0.0,0,0.0,0,0.0
90044,1,1,1,User,0,549,0,0,Objective-C,0.0,0,0.0,0,0.0
130881,1,2,2,User,0,4265,0,6,C++,909128.0,C,323167.0,Assembly,12036.0
103172,1,4,1,User,0,83,0,1,Haxe,12533.0,0,0.0,0,0.0
17613,4,4,7,Organization,2,278,2,2,C,319215.0,C++,165044.0,0,0.0
71872,1,1,0,User,0,88,0,0,0,0.0,0,0.0,0,0.0
11232,2,2,0,User,0,300,0,2,C,398434.0,Lua,147.0,0,0.0
8590,4,10,5,User,0,1099,0,1,PHP,3211907.0,0,0.0,0,0.0
82029,1,1,1,User,0,342,0,1,JavaScript,11819.0,0,0.0,0,0.0
38511,1,4,1,User,0,888,0,1,Python,2606.0,0,0.0,0,0.0
81132,1,0,0,User,0,100,0,1,PHP,43236.0,0,0.0,0,0.0
102592,1,6,2,User,0,8550,0,1,Ruby,41052.0,0,0.0,0,0.0
33418,120,695,152,Organization,5,1174,5,5,Ruby,191591.0,Shell,9685.0,Perl,5991.0
113464,1,2,0,User,0,156,0,1,Ruby,10878.0,0,0.0,0,0.0
78106,1,1,0,User,0,188,0,2,JavaScript,130243.0,Ruby,32696.0,0,0.0
90707,4,13,13,Organization,5,59124,5,6,Java,1992127.0,HTML,400245.0,XSLT,7161.0
43365,2,1,0,User,0,676,0,3,Erlang,131942.0,JavaScript,23292.0,Shell,236.0
120553,0,2,0,User,0,160,0,2,Shell,7069.0,Ruby,963.0,0,0.0
973,2,39,7,User,4,141,4,1,Ruby,6056.0,0,0.0,0,0.0
1723,2,5,1,User,0,18823,0,2,Ruby,5124796.0,JavaScript,2427.0,0,0.0
76352,1,1,2,User,0,7244,0,2,Ruby,46510.0,JavaScript,148.0,0,0.0
86544,0,0,0,User,0,156,0,2,Ruby,20672.0,JavaScript,148.0,0,0.0
41912,2,1,0,User,0,108,0,1,Perl,40072.0,0,0.0,0,0.0
33909,2,9,2,User,1,117,1,1,Ruby,47595.0,0,0.0,0,0.0
72486,1,1,0,User,0,76,0,1,PHP,31.0,0,0.0,0,0.0
24404,2,2,0,User,0,668,0,1,Perl,43187.0,0,0.0,0,0.0
66996,4,35,12,User,3,533,3,1,Shell,342.0,0,0.0,0,0.0
127340,0,1,1,User,0,172,0,2,Ruby,25239.0,JavaScript,148.0,0,0.0
30709,2,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
18175,2,8,1,User,0,6594,0,3,JavaScript,6948250.0,PHP,32203.0,Python,11302.0
76953,3,17,10,User,3,458,3,1,Ruby,68891.0,0,0.0,0,0.0
35433,2,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
23255,2,2,0,User,0,76,0,1,Ruby,455.0,0,0.0,0,0.0
50346,2,1,1,User,0,604,0,2,Ruby,119602.0,JavaScript,3117.0,0,0.0
103272,1,1,0,User,0,952,0,1,Java,46562.0,0,0.0,0,0.0
134370,1,4,0,User,0,92,0,0,0,0.0,0,0.0,0,0.0
131616,1,1,1,User,0,275,0,0,Ruby,0.0,0,0.0,0,0.0
3028,2,2,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
116957,0,3,1,User,0,7426,0,1,Scala,38235.0,0,0.0,0,0.0
65580,3,2,1,User,0,168,0,3,C,76010.0,Erlang,5290.0,C++,2578.0
16404,2,3,0,User,0,1736,0,1,CSS,41321.0,0,0.0,0,0.0
3621,2,3,0,User,0,178,0,1,Ruby,26259.0,0,0.0,0,0.0
123113,1,1,1,User,0,20006,0,0,Java,0.0,0,0.0,0,0.0
110229,1,1,1,User,0,104,0,1,Python,58737.0,0,0.0,0,0.0
68788,1,0,0,User,0,124,0,1,Ruby,2475.0,0,0.0,0,0.0
7771,2,3,0,User,0,76,0,1,Ruby,2277.0,0,0.0,0,0.0
14579,2,2,0,User,0,86,0,0,0,0.0,0,0.0,0,0.0
9445,2,2,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
13475,2,20,5,User,1,393,1,1,Ruby,7353.0,0,0.0,0,0.0
31904,2,1,1,User,0,116,0,1,Java,64573.0,0,0.0,0,0.0
70022,1,2,1,User,1,140,1,2,C,155359.0,Perl,5050.0,0,0.0
126622,0,0,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
75401,1,1,1,User,0,1846,0,2,Common Lisp,1002859.0,Shell,520.0,0,0.0
104705,2,85,4,User,3,19490,3,1,JavaScript,34929.0,0,0.0,0,0.0
59600,2,2,0,User,0,4864,0,0,0,0.0,0,0.0,0,0.0
8567,2,4,1,User,0,705,0,2,JavaScript,187696.0,Python,18163.0,0,0.0
776,2,3,0,User,0,984,0,2,Ruby,14769.0,JavaScript,148.0,0,0.0
14350,2,14,3,User,0,145,0,1,Ruby,14743.0,0,0.0,0,0.0
86627,1,1,0,User,0,925,0,1,JavaScript,162607.0,0,0.0,0,0.0
133191,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
98214,1,1,0,User,0,100,0,1,Python,18468.0,0,0.0,0,0.0
128739,1,3,0,User,0,7980,0,7,Vim script,217443.0,Shell,63662.0,JavaScript,49234.0
19998,2,7,10,User,1,423,1,1,Perl,63181.0,0,0.0,0,0.0
28650,2,1,0,User,0,108,0,0,0,0.0,0,0.0,0,0.0
17485,2,2,0,User,0,102,0,0,Ruby,0.0,0,0.0,0,0.0
47169,1,1,1,User,0,93,0,1,Ruby,18820.0,0,0.0,0,0.0
14356,2,3,1,User,0,88,0,1,Python,6399.0,0,0.0,0,0.0
123900,1,9,2,Organization,0,103,0,1,JavaScript,2694.0,0,0.0,0,0.0
65407,2,13,1,User,0,73,0,0,0,0.0,0,0.0,0,0.0
121191,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
124357,1,6,2,User,1,218,1,2,Ruby,34673.0,JavaScript,148.0,0,0.0
32225,1,7,2,User,0,388,0,3,Erlang,17713.0,Ruby,1070.0,Shell,258.0
80290,0,1,0,Organization,0,17,0,1,Emacs Lisp,30655.0,0,0.0,0,0.0
124595,1,1,1,User,0,82104,0,9,C,281331795.0,Perl,196839.0,Shell,44331.0
82399,0,4,0,User,0,156,0,2,Ruby,41865.0,JavaScript,148.0,0,0.0
17486,2,2,0,User,0,99,0,1,Ruby,29337.0,0,0.0,0,0.0
5021,13,328,2,User,28,2907,28,2,Ruby,719079.0,Shell,834.0,0,0.0
64835,2,11,1,User,0,93,0,0,0,0.0,0,0.0,0,0.0
67395,1,1,1,User,0,23718,0,0,Python,0.0,0,0.0,0,0.0
26216,3,6,3,User,0,75,0,2,C,87903.0,R,15364.0,0,0.0
20480,2,3,0,User,0,340,0,1,Perl,288616.0,0,0.0,0,0.0
14808,2,4,0,User,0,192,0,2,Ruby,58599.0,Objective-C,1578.0,0,0.0
97841,1,0,0,User,0,104,0,1,PHP,21761.0,0,0.0,0,0.0
18924,2,2,0,User,0,19805,0,0,Ruby,0.0,0,0.0,0,0.0
46397,2,2,1,User,0,2458,0,0,Shell,0.0,0,0.0,0,0.0
109380,0,1,0,User,0,112,0,0,0,0.0,0,0.0,0,0.0
134724,1,1,0,User,0,96,0,0,0,0.0,0,0.0,0,0.0
5677,2,4,0,User,0,88,0,1,Ruby,817.0,0,0.0,0,0.0
68689,1,1,0,User,0,164,0,1,Ruby,7081.0,0,0.0,0,0.0
113923,1,1,0,User,0,96,0,1,Ruby,7528.0,0,0.0,0,0.0
68164,1,1,0,User,0,296,0,0,0,0.0,0,0.0,0,0.0
93373,0,2,0,User,0,108,0,1,JavaScript,650.0,0,0.0,0,0.0
18220,2,2,0,User,0,732,0,5,C#,107872.0,Scheme,46415.0,C++,31486.0
14626,2,3,0,User,0,84,0,0,0,0.0,0,0.0,0,0.0
110180,2,9,3,User,0,211,0,3,Perl,110084.0,JavaScript,78099.0,CSS,1863.0
121507,1,2,1,User,0,92,0,1,Python,1264.0,0,0.0,0,0.0
104321,1,1,0,User,0,92,0,0,0,0.0,0,0.0,0,0.0
107630,1,4,0,User,0,104,0,1,Ruby,20662.0,0,0.0,0,0.0
92751,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
13047,2,3,0,User,0,127,0,0,Ruby,0.0,0,0.0,0,0.0
63577,2,1,0,User,10,101588,10,4,JavaScript,13284390.0,PHP,180615.0,Python,46471.0
22178,2,2,0,User,0,76,0,0,0,0.0,0,0.0,0,0.0
76311,1,1,0,Organization,0,160,0,1,Ruby,9051.0,0,0.0,0,0.0
78848,1,1,0,User,0,76,0,1,Python,4722.0,0,0.0,0,0.0
63913,2,2,0,User,0,152,0,1,Common Lisp,10410.0,0,0.0,0,0.0
114056,1,1,0,User,0,280,0,1,JavaScript,210518.0,0,0.0,0,0.0
29184,2,1,1,User,0,84,0,0,Ruby,0.0,0,0.0,0,0.0
97980,1,1,0,User,0,31808,0,2,Ruby,41120.0,JavaScript,20059.0,0,0.0
44939,2,1,1,User,0,66790,0,0,Java,0.0,0,0.0,0,0.0
127211,1,1,1,User,0,7776,0,0,JavaScript,0.0,0,0.0,0,0.0
67318,1,1,1,User,0,21666,0,0,C++,0.0,0,0.0,0,0.0
119741,30,152,51,User,22,52980,22,10,C,8474087.0,C++,2741616.0,Shell,662453.0
71344,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
126655,0,2,0,User,0,232,0,2,JavaScript,612371.0,Ruby,27784.0,0,0.0
24365,2,5,1,User,0,211,0,1,Ruby,21283.0,0,0.0,0,0.0
133716,2,3,0,User,0,5976,0,2,JavaScript,101119.0,Ruby,99642.0,0,0.0
21641,2,2,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
56166,2,1,0,User,0,80,0,0,0,0.0,0,0.0,0,0.0
84868,1,1,0,User,0,112,0,0,0,0.0,0,0.0,0,0.0
71255,1,1,1,User,0,4798,0,0,Groovy,0.0,0,0.0,0,0.0
84115,0,1,1,User,0,6538,0,0,JavaScript,0.0,0,0.0,0,0.0
41524,2,4,3,User,0,83,0,1,Ruby,2154.0,0,0.0,0,0.0
100452,1,3,2,User,0,146,0,1,PHP,42315.0,0,0.0,0,0.0
135106,1,1,0,User,0,532,0,1,C#,28427.0,0,0.0,0,0.0
18381,2,4,2,User,0,80,0,0,0,0.0,0,0.0,0,0.0
122017,1,2,0,User,3,384,3,1,PHP,69923.0,0,0.0,0,0.0
40672,2,3,0,User,0,188,0,2,Ruby,36337.0,JavaScript,148.0,0,0.0
17737,2,3,0,User,0,248,0,1,Python,6669.0,0,0.0,0,0.0
127912,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
135855,1,1,0,User,0,112,0,2,PHP,39644.0,JavaScript,2145.0,0,0.0
87769,2,2,0,User,0,72,0,0,0,0.0,0,0.0,0,0.0
63154,2,0,1,User,0,94,0,0,PHP,0.0,0,0.0,0,0.0
66918,3,0,0,Organization,0,112,0,1,Perl,2337.0,0,0.0,0,0.0
95140,1,5,0,User,0,112,0,1,Ruby,4437.0,0,0.0,0,0.0
54125,2,1,0,User,0,76,0,0,0,0.0,0,0.0,0,0.0
123641,1,1,0,User,0,664,0,2,Ruby,51042.0,JavaScript,148.0,0,0.0
6087,2,2,0,User,0,776,0,2,Ruby,51604.0,JavaScript,3385.0,0,0.0
6591,2,5,2,User,0,93,0,1,JavaScript,5956.0,0,0.0,0,0.0
32176,2,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
4240,2,2,0,User,0,94,0,1,Ruby,15500.0,0,0.0,0,0.0
75202,1,1,1,User,0,678,0,0,Ruby,0.0,0,0.0,0,0.0
145,2,3,0,User,0,587,0,2,Ruby,498316.0,JavaScript,8925.0,0,0.0
58367,1,1,0,User,0,100,0,1,Ruby,13073.0,0,0.0,0,0.0
59327,2,1,0,User,0,76,0,0,0,0.0,0,0.0,0,0.0
114739,1,1,0,User,0,116,0,1,Java,12198.0,0,0.0,0,0.0
35220,2,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
93467,1,1,1,User,0,147711,0,8,Java,5960891.0,JavaScript,2806302.0,ColdFusion,47766.0
72986,1,1,1,User,0,15212,0,0,Java,0.0,0,0.0,0,0.0
94350,1,2,0,User,0,100,0,2,Objective-C,3344.0,C++,411.0,0,0.0
116983,1,2,0,User,0,100,0,2,Ruby,2836.0,JavaScript,193.0,0,0.0
108512,1,1,1,User,1,1196,1,2,Java,573676.0,Shell,6153.0,0,0.0
120140,1,1,0,User,0,160,0,2,Shell,276.0,Ruby,206.0,0,0.0
16211,2,2,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
96745,1,2,2,User,0,305,0,1,Ruby,76506.0,0,0.0,0,0.0
1727,2,3,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
37729,2,1,0,User,0,72,0,1,Ruby,442.0,0,0.0,0,0.0
8233,2,2,1,User,0,1307,0,1,Ruby,136905.0,0,0.0,0,0.0
94368,1,1,0,User,0,116,0,1,PHP,9793.0,0,0.0,0,0.0
66743,2,2,0,User,0,80,0,0,0,0.0,0,0.0,0,0.0
115215,1,1,1,User,0,205,0,1,Python,4422.0,0,0.0,0,0.0
128893,1,1,0,User,0,252,0,2,Ruby,24576.0,JavaScript,148.0,0,0.0
73309,37,1538,169,Organization,71,607,71,2,JavaScript,151178.0,HTML,16488.0,0,0.0
86434,1,1,0,User,0,84,0,0,0,0.0,0,0.0,0,0.0
6541,2,26,3,User,1,345,1,2,Ruby,96682.0,JavaScript,25082.0,0,0.0
64827,2,3,0,User,0,84,0,1,Ruby,8435.0,0,0.0,0,0.0
98382,1,1,0,User,0,564,0,1,Ruby,11691.0,0,0.0,0,0.0
92122,1,1,0,User,0,180,0,2,Ruby,17234.0,JavaScript,148.0,0,0.0
16690,2,6,0,User,0,170,0,2,JavaScript,69209.0,Ruby,8912.0,0,0.0
69305,1,0,0,User,0,84,0,1,Python,6027.0,0,0.0,0,0.0
6384,2,2,0,User,0,299,0,2,JavaScript,74624.0,Ruby,63753.0,0,0.0
1882,2,22,2,User,0,150,0,1,Objective-C,10741.0,0,0.0,0,0.0
116099,2,1,0,User,0,440,0,4,CSS,19768.0,HTML,19761.0,JavaScript,12458.0
110689,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
61923,2,1,0,User,0,76,0,0,0,0.0,0,0.0,0,0.0
117404,1,1,1,User,0,149,0,1,Ruby,71588.0,0,0.0,0,0.0
124192,1,2,1,User,0,98,0,0,Java,0.0,0,0.0,0,0.0
58266,17,208,47,User,21,83,21,1,Python,99504.0,0,0.0,0,0.0
10986,1,1,0,User,0,84,0,1,Ruby,1416.0,0,0.0,0,0.0
19425,3,9,0,User,0,349,0,1,Haskell,11804.0,0,0.0,0,0.0
125773,1,1,1,User,0,175,0,1,PHP,25934.0,0,0.0,0,0.0
72350,1,1,0,User,0,172,0,2,PHP,283883.0,JavaScript,20541.0,0,0.0
45617,2,37,12,User,1,147,1,1,Ruby,83.0,0,0.0,0,0.0
83098,0,1,0,User,0,2964,0,1,PHP,3606804.0,0,0.0,0,0.0
91731,1,1,1,User,0,4750,0,1,C#,1562685.0,0,0.0,0,0.0
45768,2,2,0,User,0,1344,0,3,Erlang,277672.0,C,4917.0,Shell,1207.0
39023,2,1,1,User,0,103,0,1,Haskell,20913.0,0,0.0,0,0.0
43128,2,1,1,User,2,604,2,3,Java,261017.0,Groovy,2661.0,Shell,227.0
99847,2,3,1,User,0,999,0,4,C,353292.0,C++,76328.0,Python,606.0
45593,2,1,1,User,0,3181,0,8,Emacs Lisp,5772225.0,JavaScript,171485.0,PHP,139501.0
121802,1,1,0,User,0,48,0,0,0,0.0,0,0.0,0,0.0
7707,2,2,0,User,0,80,0,1,Scheme,10278.0,0,0.0,0,0.0
103004,0,1,1,User,0,155,0,1,Ruby,30936.0,0,0.0,0,0.0
81369,1,1,0,User,0,76,0,1,PHP,825.0,0,0.0,0,0.0
10198,1,2,0,User,0,88,0,1,Ruby,2540.0,0,0.0,0,0.0
115767,1,21,8,User,0,130,0,2,JavaScript,2096.0,Ruby,845.0,0,0.0
2921,2,4,0,User,0,388,0,2,JavaScript,183798.0,Python,154408.0,0,0.0
100153,1,1,0,User,0,20040,0,1,Java,1557425.0,0,0.0,0,0.0
104093,4,9,5,Organization,0,2238,0,2,Ruby,47887.0,JavaScript,5998.0,0,0.0
32438,2,3,1,User,0,172,0,2,JavaScript,12534.0,PHP,8443.0,0,0.0
9723,2,2,0,User,0,140,0,1,JavaScript,155498.0,0,0.0,0,0.0
98636,2,43,6,User,7,3578,7,1,JavaScript,23918.0,0,0.0,0,0.0
