,stars
87277,3
125129,1
21083,1
132851,12
65556,3
23370,2
22541,10
14130,12
132898,7
32201,1
132741,4
2507,2
81549,1
133108,1
105224,14
5502,13
33415,75
25355,45
38672,21
24963,3
45632,3
57035,1
77236,2
109674,1
36821,1
61665,2
64129,2
100248,2
9990,2
11905,2
14688,4
116303,2
113006,4
126520,1
72726,1
131361,1
13379,4
76349,0
25572,10
37839,2
15771,3
22280,5
99653,0
24150,2
129520,3
48565,1
102108,2
115870,1
107692,2
93258,1
132727,3
671,9
11001,2
37041,1
74075,1
121678,1
109456,0
7256,3
5965,2
10707,3
3269,12
25611,3
87811,3
130206,5
73520,1
26001,0
23219,2
114998,1
27210,1
6508,35
111644,1
26054,1
64339,1
49002,1
94427,3
67123,1
42599,1
105582,1
55749,2
65376,1
132714,1
121003,1
93601,1
12624,2
116526,0
48996,4
133825,2
131662,1
38666,1
27459,1
4597,5
77198,1
39368,1
23774,4
116939,1
59312,1
123715,1
133621,1
50726,1
105662,1
75877,1
57583,1
127299,1
70500,0
93217,1
82386,1
28774,1
23247,2
88674,3
97145,3
61539,24
104569,1
85054,1
84385,2
3354,343
88931,1
120185,2
47518,1
113450,1
33568,1
47393,1
28927,2
90995,1
77168,1
61511,1
9536,68
30439,1
83996,3
78368,1
53158,1
110004,2
60679,1
86166,2
135856,10
3873,80
32924,1
126390,1
112645,2
11471,3
77187,2
40157,1
13815,3
118646,4
100331,3
118363,1
24194,2
52126,1
84721,2
27647,1
34667,28
33121,8
24023,2
116331,3
64059,9
9771,2
60243,2
19779,2
65174,1
90169,1
53900,9
7855,31
126995,2
65163,1
95166,3
62624,1
75988,0
96544,5
106528,1
24122,2
87423,5
64995,1
28312,9
61763,2
19548,2
32781,1
58407,1
69997,1
54537,1
56058,1
34357,3
132290,85
31571,2
87216,1
107049,1
75540,1
8059,2
96520,15
2109,3
115929,1
40993,1
72012,1
20957,2
37969,3
46551,1
104529,1
78500,10
7959,7
47416,1
115298,1
121593,1
3644,2
64983,2
128690,1
37342,1
84611,3
116496,2
77478,1
37763,1
108153,1
69938,1
72654,14
56970,2
77690,7
82971,1
74115,7
62960,1
90485,1
46998,1
135446,1
42542,8
24044,8
13135,3
60683,1
129446,1
93896,1
23784,4
108996,1
76135,6
132635,1
45252,1
40474,1
13103,2
117258,2
119531,2
121858,2
22194,3
80109,1
85954,1
106089,1
85970,1
122495,1
33814,1
22231,2
41876,1
67153,1
23159,5
85855,1
133866,1
110063,2
64400,1
9452,24
16395,4
112936,4
129729,1
1306,4
32589,1
25261,2
2089,4
31962,7
11889,4
61598,1
32742,1
20893,1
82103,1
19501,136
53568,3
65451,0
120600,1
114930,1
35395,6
112576,1
29078,1
65311,1
62779,1
100564,7
60447,2
104988,2
46594,2
117373,1
31938,2
45201,32
44627,1
86923,1
67680,6
91074,0
32845,1
10413,1
60234,1
36204,1
24591,2
16990,2
6661,2
135681,1
110076,3
101096,1
59330,10
122862,2
81511,1
126404,1
69115,1
101826,1
90723,1
85774,5
58102,2
90540,1
57510,2
19169,2
1655,6
68948,3
79220,2
24941,2
12964,2
64297,0
39103,1
111798,1
135770,2
49009,1
23288,2
30053,2
85224,1
5629,2
114526,4
110201,1
119695,10
73248,2
117677,1
32797,0
82533,1
111340,1
20818,2
58802,1
31723,1
66183,2
71196,3
27789,5
84884,2
59173,1
17003,5
82912,0
28869,1
16300,2
88268,1
88208,1
29438,63
118656,1
84101,4
117721,1
71189,2
80870,2
34514,2
28626,4
92547,33
69513,3
61068,2
68892,3
59546,8
53449,0
60193,1
116667,2
103207,1
95689,12
10595,3
60063,1
59382,1
126102,1
122045,2
47934,1
83279,2
41270,1
78526,38
48146,1
840,4
101137,1
79685,1
90012,1
17076,1
133498,1
58150,6
4135,3
16604,14
95780,1
106259,3
102723,3
54063,3
96059,1
124132,2
24686,3
47562,14
52483,1
41200,1
131708,1
5903,13
40961,25
112146,15
75300,1
44372,0
124893,1
98389,54
133791,1
123548,5
50813,7
47396,6
32310,1
114873,17
107394,1
111625,1
117207,1
43921,1
128309,3
54638,1
82631,1
82672,1
98408,2
7091,2
104650,1
60109,1
135762,0
76963,3
129501,1
1934,6
4806,14
100567,2
121923,1
55280,2
66762,25
19726,2
110083,1
4730,19
12845,14
54550,8
95850,1
62594,1
94975,5
106526,1
27515,1
122806,1
103541,0
91103,2
53935,1
67435,1
111304,1
28040,3
112790,1
2700,2
122103,1
65267,3
60456,1
1602,11
31011,5
38360,1
31743,4
96632,0
25971,3
103306,2
77443,1
125085,1
31790,1
9204,181
60120,1
92363,1
60239,4
38091,21
87853,1
74712,2
80091,1
35601,1
101467,2
75139,1
92444,1
96588,26
62763,1
18310,3
30101,0
58896,3
4403,118
95129,1
13413,3
25972,5
135414,1
29782,1
51709,2
42412,10
131963,0
101619,1
31543,1715
62120,1
25246,3
109921,5
54667,1
126298,1
111537,2
14419,3
118415,1
30925,2
101029,12
9217,1
76182,2
6079,2
119739,1
42119,2
22573,73
68217,2
99198,1
71101,2
15285,6
49435,1
130903,2
52124,1
99485,3
30195,7
36555,2
130523,1
61734,1
70002,1
80590,6
954,10
8471,2
17896,12
31202,11
116149,1
88973,10
34837,1
92119,5
99114,1
128949,1
17055,2
11765,2
103478,1
3328,2
56494,1
68493,1
64860,1
44021,89
113560,1
97387,1
6651,4
78283,1
98321,1
55859,1
52380,1
95226,5
68241,2
126762,1
122585,1
77992,1
57821,1
73948,12
111781,1
93593,1
74742,1
52926,2
44268,1
9234,2
61624,1
59805,3
39115,1
2443,3
50011,1
62957,3
92192,1
101513,22
122124,9
50714,1
60055,1
104032,1
55308,1
50155,1
37251,2
95170,1
134771,3
110157,1
100505,16
88199,1
132820,1
85017,4
130618,1
24757,3
32190,16
14519,2
81464,1
29706,1
82353,1
98179,10
117527,1
31764,1
107495,1
96558,2
39342,1
74898,8
4308,1
57777,1
132036,2
128292,1
68726,5
68170,3
115673,2
102313,3
57978,1
46873,1
114692,8
104590,4
77033,3
32679,2
123555,1
59429,8
11737,4
102150,1
19358,4
114779,0
114237,2
46958,1
2153,5
72386,191
106039,1
113804,43
13052,25
110161,1
92467,1
79129,1
37399,3
94112,1
51420,12
79348,4
55936,1
105214,1
102341,1
135903,7
60077,1
118571,1
55642,4
131712,3
65112,1
74691,1
60116,1
69646,44
39257,1
127660,1
106917,1
90014,1
21824,2
100796,3
96306,12
66891,1
72751,3
46073,0
124237,1
88169,1
10008,3
99916,3
61211,3
47963,3
83579,1
60707,1
102248,1
77675,3
86318,3
32260,1
135304,1
48305,1
28284,1
40304,8
123701,1
48188,1
109063,1
21517,3
99888,3
56400,1
116868,3
129881,1
54527,11
85113,1
107586,5
76150,1
96036,1
534,15
41879,2
94601,2
119082,1
77404,1
96467,1
89760,1
35458,0
45698,1
128990,1
5645,3
4841,4
97606,4
12422,9
14205,7
17278,8
81859,0
58377,4
62295,1
136287,1
135760,2
133637,2
33928,1
95337,1
123475,2
38163,28
48213,1
53814,1
30372,2
102877,0
130801,1
75413,14
73242,2
81691,1
110992,2
66173,1
115465,3
2911,10
92216,1
61451,1
90555,1
14052,2
65295,33
29880,3
9510,3
10366,1
117395,1
128834,1
35338,1
83651,1
121161,1
71582,3
26868,2
134693,0
71569,1
39172,2
83896,1
23272,4
82605,1
110881,0
132308,1
31168,1
34646,3
129113,95
46872,1
26288,1
121033,3
115229,1
32264,4
102152,1
18762,3
44586,1
19385,7
61177,1
55992,1
74723,9
6197,2
135805,1
108403,1
80720,3
125287,1
36470,51
41622,6
63171,1
113743,1
14614,2
20956,3
111545,1
90874,1
32225,7
88115,4
100288,1
8995,3
17909,2
111180,7
16336,2
12638,5
112105,1
125509,1
85527,2
104741,1
76415,1
121718,2
9063,12
133611,10
82883,1
78854,34
5391,2
101379,10
20892,2
86479,36
101920,5
57349,43
85581,3
124222,1
111624,748
107331,1
136051,1
51526,7
125757,1
25784,10
34750,2
68077,1
31822,1
93305,1
46951,0
98758,1
73434,1
129532,1
42574,4
122744,3
11732,2
132225,8
49580,7
75126,210
51591,1
96743,3
108917,4
90035,1
7087,184
77890,1
102548,0
50706,1
973,39
60625,15
45586,2
8872,3
72075,1
98883,2
1297,62
66998,1
79985,6
36257,1
78330,1
68689,1
60272,1
28224,1
44880,0
64348,1
85851,1
101699,1
60938,2
108151,2
104712,0
119903,1
76307,1
37860,2
40377,0
78998,15
127563,2
54954,0
114236,3
130396,2
129250,1
24614,4
71112,22
63226,1
53644,1
136024,1
135652,36
28211,1
59322,1
27433,2
103353,4
69738,1
20554,2
2172,4985
58135,1
87971,6
97993,1
98553,0
113408,2
25878,4
10689,4
40353,1
101507,2
125885,2
118411,1
101906,3
28427,1
97464,1
67182,31
116349,9
23989,18
70027,1
20676,3
120379,1
25057,2
11234,804
19155,4
34537,1
103855,0
79728,1
64303,2
24498,12
7906,3
101742,1
118435,44
74766,1
104968,1
11550,3
109078,1
121202,1
74856,1
14800,3
83298,17
29244,1
115854,3
40563,1
17058,2
43940,0
82508,1
110208,522
22692,4
15876,1
34035,2
20185,3
134389,1
105532,2
122430,5
118007,0
42006,1
14812,3
78400,2
22580,3
134481,1
79734,1
85160,7
60283,2
14685,3
127652,1
52309,1
66751,3
53063,1
105217,5
47231,3
28629,3
3870,4
23416,9
23650,6
103361,2
110184,1
73628,1
129626,24
52980,1
110062,1
112599,1
37018,1
79310,1
109847,1
88578,1
82777,6
59664,0
22868,2
78152,1
68341,2
16875,2
27187,1
136623,1
117885,4
97309,0
23261,156
15602,2
74913,14
54024,1
18301,5
71171,2
58801,5
31657,5
39750,1
14822,15
95642,1
69670,1
14268,3
14036,10
111568,3
101154,5
57295,1
14214,2
34314,4
80829,8
135502,7
45259,1
50776,8
123826,1
7753,5
37186,4
67908,20
65056,149
41129,0
129239,1
43414,1
7795,2
1830,3
119169,2
114643,1
75974,1
86531,1
105297,1
40699,1
19935,2
96751,1
10507,3
14987,2
70890,1
47732,1
14330,2
130288,1
78910,1
95009,2
21324,2
81796,3
110023,1
132611,1
115131,1
16386,3
122876,3
39169,2
39339,1
117649,1
89396,1
37180,2
57262,1
39516,1
109145,10
14961,3
57548,0
13982,41
65090,2
33742,1
21176,3
48166,1
112961,1
124649,1
91953,1
53783,2
104105,4
83306,1
101392,20
103881,11
62449,1
3561,4
66918,0
58720,9
122459,2
8690,3
105271,2
21699,2
36588,1
84376,6
67900,1
37870,1
19622,2
115199,1
20903,3
70472,2
46252,1
57338,1
117834,1
92004,2
119071,1
114036,2
21040,2
74055,3
3426,8
2525,2
3817,2
147,3
205,3
107765,1
16603,2
134225,1
8255,118
89915,2
9397,27
110613,2
119860,3
38201,1
39989,1
93731,1
47772,1
89186,1
2321,29
24998,2
30118,4
76044,1
22409,25
84545,2
120489,1
59934,2
132961,1
36496,1
99903,1
69120,2
36891,0
54612,2
7414,7
38731,1
48792,2
62080,17
29114,2
82355,3
131902,2
20858,1
8741,2
37325,1
45070,8
120169,1
52660,1
83051,5
19085,3
92963,5
136339,1
133471,2
86344,1
129972,1
21295,2
75833,12
134137,1
63166,1
44645,1
12609,6
14244,4
1290,4
19167,2
1397,5
20621,2
51289,3
47990,1
50292,1
39467,21
45572,3
137095,2
45165,1
30116,1
82981,2
59144,4
6386,4
95588,1
51121,4
13151,2
101488,1
12965,2
16353,2
24074,2
28131,1
129089,1
21294,4
123846,1
78273,400
112631,1
112911,2
61076,1
73707,2
46495,3
62047,1
54901,2
31232,1
120238,3
10471,2
63457,0
119399,17
67898,1
53361,1
115782,4
45671,1
9383,7
46202,1
90532,1
121970,2
61533,1
59395,1
47711,1
42235,3
14253,2
44211,1
2840,6
131693,1
39274,3
131662,1
73108,15
103508,28
7134,4
101856,1
10,76
75291,35
99505,4
131753,1
7046,2
124700,1
92546,2
77929,1
88064,1
64571,1
20428,3
131954,0
75141,1
16400,4
14727,9
131341,1
122691,1
94511,1
14156,2
459,22
123586,6
17148,2
95596,1
67459,1
42643,1
38631,2
46967,0
80189,2
116841,1
51989,1
99077,2
53367,1
134632,1
84894,2
53531,1
31322,3
91222,1
78513,1
71337,1
118393,1
122911,1
2408,4
60553,3
78382,2
99529,215
71965,1
108595,1
118725,0
47272,1
133684,1
52826,1
59618,1
52354,3
117887,1
134674,1
41170,1
43811,1
3975,2
97162,2
121663,9
132175,1
98218,3
120703,1
71285,1
18574,2
120650,1
91739,1
53323,2
73949,2
24336,6
57160,1186
133459,3
49177,1
28114,1
125277,2
61426,19
51022,1
122886,1
124774,2
11722,2
38897,1
108908,1
86456,2
24883,8
74879,1
135155,2
46440,1
98773,0
109084,1
11389,9
117949,2
88168,1
40065,1
91519,2
36789,1
101893,1
93159,1
21613,6
48986,16
134986,1
75908,2
6390,4
33584,1
6206,5
97378,6
10353,8
108279,0
33739,2
40804,4
41773,0
70059,1
19386,8
38020,15
56109,1
136989,1
108345,1
73326,1
111491,3
108229,1
85199,9
35142,1
70021,19
93803,1
32211,1
120774,1
15220,2
18381,4
35607,1
48616,5
331,10
83226,1
76867,3
90555,1
41494,1
88217,1
9625,10
103228,1
114427,1
38740,1
19972,2
61503,1
29816,1
122031,1
61012,1
59739,1
129845,2
53222,2
13591,27
115401,1
87956,2
4507,19
29402,2
90880,1
128205,2
95272,2
116752,2
107694,1
83991,1
94581,1
124901,1
85619,1
55065,1
17741,2
111627,3
62811,25
73154,1
65002,1
50473,1
5778,2
22210,2
27698,54
85773,1
29913,1
109829,2
12657,3
56078,0
47265,1
30028,1
107735,2
124721,1
45867,1
88773,1
120381,1
105542,1
29790,1
1069,27
79467,1
108688,3
101857,1
18493,2
127834,1
92512,2
63173,1
10140,2
27716,6
7473,2
65152,19
116833,1
96747,2
105178,1
69078,3
94763,1
48265,2
121265,1
48235,5
106298,1
115489,3
85036,1
34155,2
83591,19
129813,1
11180,2
76097,7
106737,1
35211,1
117976,0
85163,7
46121,1
68617,1
33097,3
135713,1
18195,2
65907,1
25795,5
46862,1
21141,2
130058,1
104291,6
39144,4
62990,1
126116,1
75218,7
51050,19
114188,1
5905,2
105145,14
61880,41
123410,1
124147,1
36514,1
50404,2
68911,12
64750,2
115207,1
104027,0
45215,1
90517,1
116589,2
38105,3
92149,1
54620,0
4524,11
45709,13
9067,2
66535,1
74894,2
42583,1
95789,2
66662,2
92412,2
88004,1
65306,2
101149,2
103975,3
40946,1
46998,1
48429,1
61402,2
92762,189
1251,15
36503,1
71265,42
44749,6
97812,1
24065,2
105038,1
48403,1
28603,2
128614,1
129770,1
5743,15
79285,1
8337,521
38886,2
24554,3
51007,49
85852,1
84400,1
9519,4
48901,1
85529,1
41598,1
106200,4
98628,3
112418,2
79112,3
125587,1
76262,2
30850,2
89552,1
68946,1
29058,4
76388,1
132558,1
126436,1
115256,1
85400,1
78754,1
67975,1
96281,1
75669,1
75199,1
114890,46
3135,3
114127,1
52501,1
673,188
68094,1
113917,5
135907,1
18615,11
10616,22
131862,3
111553,0
103184,1
110221,1
124661,1
4647,5
34922,2
5436,2
29862,1
26982,2
21438,2
75466,3
90976,1
91726,2
116084,1
115939,1
84564,2
105169,0
21088,1
25076,2
59153,1
110351,1
30119,1
27949,2
26298,1
125984,1
20543,2
7196,4
129882,1
26020,1
56421,2
68673,1
132528,1
125882,0
52519,1
41221,1
127136,1
49707,8
127419,3
31121,168
42400,19
39655,1
76948,2
52152,2
78361,7
109702,1
94334,1
119258,1
137050,2
113248,2
43755,7
88652,1
102103,2
9378,5
101036,1
29195,1
24393,2
47399,1
15870,2
95529,1
124187,1
69785,2
88766,1
94104,1
45518,1
31215,1
108804,1
68417,7
80142,100
40147,0
48407,1
135778,1
14903,2
37249,1
75932,1
41317,189
121586,1
109575,5
71662,4
91686,1
30968,1
69405,1
126219,5
103656,30
58064,1
61542,0
22026,4
132694,1
12624,2
98288,1
130775,4
87605,3
49742,1
35111,1
119044,19
4073,2
103167,271
45107,98
97942,1
14295,3
11610,1
50521,1
88856,1
66017,1
2575,35
129463,1
23924,2
14490,2
49019,1
73344,1
112570,1
127606,5
90448,1
6863,33
87405,2
76563,29
65448,1
58056,1
93133,0
127159,1
100239,1
7385,5
58177,4
86290,1
124253,1
87409,0
101668,1
79090,1
4921,1
110815,1
117521,3
74324,1
25537,2
86456,2
55007,1
34236,1
123597,1
39069,3
77933,1
26208,1
33420,1
132524,2
97645,1
107348,1
21680,2
4549,4
53695,0
128062,1
124002,1
121693,1
9905,2
27448,7
55764,1
82146,2
6177,23
33769,2
67410,1
20933,2
16850,5
72622,1
36946,1
103778,1
122340,5
29292,1
39033,4
11767,2
95108,4
65693,7
46397,2
20760,2
112370,1
128894,2
46685,8
69336,1
114667,1
127435,4
80198,37
128342,1
60703,1
76703,5
68537,1
7255,3
78481,1
124497,5
36586,14
105927,7
55131,1
16020,2
52223,5
136858,1
47183,8
122989,2
23660,2
136585,1
69803,1
75165,1
8190,2
75112,1
42231,29
13469,5
136377,1
14671,6
33325,1
41432,1
87002,3
133162,1
116868,3
44077,1
130668,2
59253,1
99962,1
32449,1
2680,16
119206,1
56756,5
15296,12
48054,1
114806,1
15294,166
105546,1
31057,15
56994,4
209,1937
47669,3
80226,1
17011,2
103459,343
13588,21
86843,3
78283,1
135200,2
30364,2
68461,0
90549,1
105714,4
8403,2
50553,2
122428,3
6850,3
52135,3
112808,1
40827,1
28825,4
50521,1
66751,3
22851,2
21023,2
65877,1
24919,2
98763,2
41446,1
131308,1
73874,2
91252,1
42606,1
8707,2
29008,6
125976,1
119366,1
113650,2
88233,1
110145,3
37839,2
19472,13
25262,4
949,10
69908,3
47249,1
70360,1
135337,3
7618,2
96892,7
134140,2
113084,2
91061,2
53050,1
44712,4
8203,2
96573,1
132364,6
23031,2
58320,1
4929,2
4851,7
132101,1
48881,5
37425,1
104208,1
11096,2
20729,3
13176,38
105536,1
9408,3
69874,5
17190,71
13155,2
21203,2
95428,5
134134,1
119606,8
14121,10
12569,3
74415,0
91533,9
78632,1
50093,1
61334,1
51252,3
129680,4
79465,1
23629,27
114477,1
17651,1
38770,1
47521,1
5980,6
33829,134
18834,9
106294,4
4534,15
63981,3
121943,1
40403,1
109559,1
133125,2
78789,1
125694,1
60945,1
125,11
82860,15
81140,3
33006,447
26413,6
64234,1
46627,0
66708,1
40066,1
119881,2
97930,1
66712,2
78214,1
91895,1
23303,2
57151,3
68043,1
108107,3
112053,0
23419,1
87495,1
109302,1
98542,1
85292,3
88362,1
72974,1
114379,8
107488,2
91330,1
5273,2
13829,5
91328,1
46434,1
64002,1
12535,2
92294,2
34723,1
27401,1
101,3
120311,1
49758,1
54949,3
55672,3
88475,1
65846,3
53359,1
57158,1
125629,1
25376,2
107943,2
69281,4
36724,52
65039,2
96873,1
63560,1
70054,2
66297,40
57331,2
74608,1
102128,51
88184,1
32289,1
95646,0
6682,5
11644,2
111625,1
52132,9
28347,1
47799,1
70453,1
10906,2
24324,3
61922,1
44722,1
89245,1
101525,1
130608,1
89499,1
10092,29
1778,24
46052,1
116514,1
4423,2
54936,1
108513,5
10107,2
95510,2
118304,1
67238,4
12728,1
13222,4
129373,1
136776,1
33171,2
122060,1
39851,1
105505,1
102459,12
9617,4
93112,2
105253,0
45555,1
132683,1
19372,3
34113,1
29170,2
17720,3
57115,1
55027,2
28126,1
9967,2
126516,1
102812,2
27786,47
63289,1
74326,1
40060,1
1156,9
112792,3
88161,1
134279,63
94433,1
98641,551
67833,1
91622,8
126063,2
108540,12
58026,1
19919,59
42034,1
46667,20
121226,1
72004,4
63279,1
83081,1
72294,1
42329,1
20495,1
81381,1
90459,1
45645,1
78402,1
92528,2
130294,1
134526,1
136055,1
18950,2
90557,1
101863,0
105091,56
88156,19
83452,4
79890,15
65309,4
23734,2
33747,1
123096,1
120100,4
4308,1
89302,1
21795,4
38331,2
9377,2
2224,3
41835,2
80937,1
17531,3
24952,2
16809,4
53004,13
15197,4
77139,1
60963,1
95589,1
28589,1
127751,1
16303,4
82737,84
80110,1
37967,99
134338,1
104058,1
136707,1
39177,6
29507,2
16137,7
82125,1
64080,3
73315,2
14223,2
2246,4
55836,2
61917,3
42759,3
19444,1
23437,2
84865,5
37823,1
72346,1
99347,1
4803,2
81148,2
115712,1
63262,3
104969,4
35487,1
6222,58
135642,2
14197,2
57835,3
1102,47
113025,3
119292,13
100292,1
10051,2
28136,2
94190,10
65452,1
37923,1
17786,2
44392,1
9589,2
60777,13
134189,1
62742,40
34419,3
9355,3
67230,16
74737,101
108569,2
23408,7
29692,1
52561,2
98985,1
95481,2
6841,2
64003,1
41304,1
46956,7
120817,1
102766,1
27762,5
26437,2
38793,3
48974,1
96054,1
36215,1
27961,4
112955,0
92255,1
107515,1
46405,2
106421,2
88833,1
93959,1
31590,2
56786,1
26909,1
38616,0
106589,1
11386,3
79582,1
118463,1
69517,8
89042,3
3957,3
62290,1
15146,2
87455,1
120984,1
125626,1
45327,3
105720,147
81205,1
85905,1
55870,1
116727,4
111097,2
128450,1
7351,2
131735,4
66890,2
39399,1
41962,1
26785,1
15119,72
115933,1
88338,0
125412,7
64397,1
44313,1
5418,2
10764,2
31572,1
14559,2
101205,1
21870,2
2214,105
10761,672
41901,1
69516,0
23575,1
3648,15
77899,1
55332,17
52805,1
74174,1
42177,6
59493,374
6101,2
32500,1
120937,110
123945,10
23812,1
98321,1
80623,2
33693,1
95730,2
76182,2
9004,2
5851,3
41185,1
7924,2
62771,1
84953,1
43335,1
113813,2
116904,2
3736,1
103957,9
62956,1
94630,1
30939,2
96764,1
86881,1
9631,3
26320,1
33850,1
107843,1
102555,1
85972,1
109838,6
71872,1
66769,5
15039,4
20556,4
21245,1
103413,1
26596,1
105666,4
9176,2
12024,2
60397,2
90459,1
41532,1
84242,1
64480,4
122913,4
95058,1
22754,2
65137,1
45259,1
133726,1
49309,1
45311,4
104532,1
33919,13
98288,1
30952,1
25702,4
27522,1
15974,3
44313,1
2900,3
120177,1
21064,2
50203,71
14981,2
98817,2
121019,1
9877,11
27679,3
32699,4
88793,1
7260,14
53985,1
18082,6
41238,3
131749,1
47713,59
44278,2
84200,2
6054,65
136586,1
50020,0
119456,1
57096,1
130932,1
111622,1
54349,1
122326,2
102890,1
111285,2
70054,2
117320,512
96200,3
80872,3
27338,31
39165,1
79057,2
6532,5
82694,3
130665,1
49823,30
34259,2
44878,1
129324,1
60776,1
73804,1
121687,1
95532,1
32539,2
16401,3
84789,1
56320,4
106103,1
51289,3
57548,0
30170,1
46613,1
91170,3
96269,4
45313,51
78195,2
50554,1
36071,19
31647,2
94395,1
57919,1
114991,1
91225,1
106555,0
105013,0
70174,1
6707,13
131925,1
13426,2
63336,5
57115,1
43052,16
68162,1
108182,1
1359,5
42242,1
95967,1
104023,1
131612,1
14381,2
50059,1
77020,0
9051,19
120037,1
64631,0
134649,1
90528,2
33196,1
133152,6
76829,0
6325,7
96201,1
7104,3
121885,1
135129,15
74411,1
26653,7
133600,4
84089,1
10649,3
18033,2
13252,2
3630,16
74484,1
37828,0
111240,2
76699,1
18393,3
55969,2
15796,143
63757,390
80381,2
38763,1
73464,1
104291,6
121161,1
14339,3
90769,1
119580,1
105784,4
43411,1
60782,9
119185,1
72849,2
56530,2
98610,1
98276,1
119135,1
78579,5
7519,19
43569,2
64451,1
118971,1
91835,1
114679,1
22474,2
90775,1
118536,2
27983,7
120740,1
88951,1
36117,1
111325,1
64392,4
959,8
117039,42
74452,1
58526,4
18635,2
126192,1
22462,3
98841,1
50510,2
105681,3
84821,145
94161,6
57592,10
53386,13
113966,1
55888,2
41303,6
76074,2
23505,2
57111,9
104502,3
106347,1
95705,1
53910,1
53134,13
29974,94
69292,7
22048,3
19512,2
33704,2
61640,1
18987,2528
107785,2
105570,3
23477,3
130243,2
32540,1
136891,1
102448,1
32932,1
6516,24
82322,3
82564,1
120651,1
90470,1
132198,1
42376,1
73947,1
126864,1
134761,1
59450,1
89916,4
119143,1
51332,2
76267,1
121765,1
9878,4
79467,1
109407,1
73871,1
108721,1
7087,184
104847,1
124141,2
67698,1
58993,2
37276,2
52355,3
6736,11
93742,3
99310,4
108386,3
115633,175
79176,0
8098,2
68990,1
131465,240
21435,2
95480,1
34161,5
94465,4
113058,1
31949,7
134752,2
100116,2
121580,1
129406,248
76652,33
12048,3
57734,1
122816,421
101819,2
64234,1
76449,9
75254,2
102845,1
39358,1
100143,1
41678,6
83002,3
88357,9
113636,1
94105,3
43315,2
99671,1
34750,2
37516,1
52346,1
58927,1
16993,2
84299,3
76856,1
53850,1
9882,1
77263,1
42306,1
16044,3
45393,4
80226,1
16128,49
57418,1
21125,13
10030,2
589,4
60142,2
133302,1
85670,1
23666,2
99026,2
129304,2
104455,0
55875,0
111190,2
58018,1
71270,1
44459,1
91396,1
75394,2
136219,1
113445,2
77573,1
77388,2
75413,14
26409,2
127531,1
61477,4
60650,1
44573,2
15781,18
132730,8
12697,6
18844,2
8378,2
117036,1
37573,509
113952,1
70131,0
69136,1
86248,1
131080,3
51670,3
70867,1
74956,3
27710,2
47646,1
9835,2
30041,1
21068,2
55996,1
115515,1
16560,2
101884,0
115757,1
35430,1
51614,4
39148,1
90137,12
80482,0
2194,3
21625,2
63204,3
87536,1
82702,18
50745,276
20474,2
90525,2
95710,3
115797,3
22776,3
12301,3
132402,4
37643,1
105300,1
109569,1
134583,1
12916,2
38797,5
59861,3
20447,9
100097,1
110677,1
64050,14
85181,1
89264,2
106724,21
105587,10
22949,2
33210,182
111642,5
119543,5
44739,1
61210,1
113465,4
31354,2
38013,0
74573,4
99806,5
32354,5
9835,2
8730,4
18522,2
46428,1
37557,3
97717,1
32379,1
2812,2
27918,1
50661,8
113698,1
67113,3
135572,1
59485,1
89782,1
31630,1
65345,2
4304,2
63701,63
55898,1
21344,5
75900,6
24991,5
59488,1
56558,0
98711,1
54727,3
118846,1
62796,1
132503,1
93034,1
91839,24
127262,0
88717,1
136261,2
124547,1
46665,0
108681,3
3763,52
111072,1
81744,2
80783,2
133687,1
77318,1
49519,1
87815,6
104240,1
133837,1
131340,1
85994,0
105135,4
107726,1
122805,5
103959,1
47461,0
51051,1
16802,2293
63624,3
130479,1
30933,1
111672,22
35302,1
27671,1
105711,1
50551,0
1029,4
41887,1
55406,1
11326,2
103971,1
97528,17
80788,1
130346,3
82212,1
121318,118
53017,1
125215,2
100613,12
35417,1
33724,4
21015,2
88702,1
183,959
134640,3
64833,1
136519,1
43636,0
2848,2
35278,1
25579,6
45756,1
41702,2
1796,8
38116,2
46657,1
79568,1
132926,3
6550,3
101364,1
29537,4
911,3
6432,29
86910,4
73606,1
95440,41
89749,2
44844,1
23828,9
122137,1
136120,1
115743,1
115632,1
73850,1
121606,1
132929,2
37628,32
812,2
111843,1
14233,86
98762,36
47702,2
6453,10
68513,1
103778,1
76395,1
95649,10
92620,1
43500,230
80648,1
52131,1
111711,1
4325,8
121332,0
129151,1
3308,2
94351,1
68029,2
68906,1
44062,0
58265,1
29584,8
93911,1
130807,1
48344,1
108051,1
120551,1
71417,1
56456,1
71303,1
98681,1
24094,2
76238,11
21100,5
23423,2
127053,1
125931,5
70061,2
84840,1
96413,1
63398,3
54922,4
10431,6
13820,58
14609,2
6908,3
41585,1
82281,1
128037,5
102948,1
130037,1
12594,2
59037,2
116556,2
7177,4
126622,0
89490,2
124572,1
104401,1
2193,14
88810,1
107591,2
114175,0
54895,5
16597,5
95990,1
107342,0
17983,2
111674,2
53112,1
99250,1
14458,3
63677,1
57688,6
126506,1
45649,1
75612,1
64944,1
47772,1
74773,1
29591,1
80388,1
6941,5
7477,3
65139,1
107060,1
69689,2
75723,5
28392,1
9388,3
44485,1
56888,4
76949,1
117490,59
10232,3
98619,1
18940,7
111630,39
23436,2
125772,1
33389,1
5652,4
26781,1
38734,0
119410,1
122401,1
20218,428
16564,2
51290,2
73478,5
118121,1
105237,3
107439,1
94058,2
126035,2
